13,10,1537,95.198000
14,1,1363,19.593000
14,2,1391,75.528000
14,3,1378,69.387000
14,4,1381,98.640000
14,5,1379,118.305000
14,6,1363,42.812000
14,7,1381,50.567000
14,8,1365,105.410000
14,9,1388,98.220000
14,10,1365,86.641000
15,1,1445,100.263000
15,2,1462,30.726000
15,3,1451,41.958000
15,4,1463,101.377000
15,5,1467,2.250000
15,6,1432,9.793000
15,7,1454,41.628000
15,8,1498,96.502000
15,9,1465,4.383000
15,10,1462,70.998000
16,1,1641,28.719000
16,2,1698,79.815000
16,3,1695,98.187000
16,4,1662,81.201000
16,5,1689,18.401000
16,6,1702,71.347000
16,7,1669,76.821000
16,8,1699,97.543000
16,9,1649,83.620000
16,10,1666,3.204000
17,1,1375,88.388000
17,2,1379,79.513000
17,3,1369,21.544000
17,4,1360,113.378000
17,5,1374,99.473000
17,6,1374,61.648000
17,7,1382,97.299000
17,8,1357,49.616000
17,9,1372,105.750000
17,10,1378,80.215000
18,1,1665,80.744000
18,2,1659,11.852000
18,3,1637,65.559000
18,4,1653,35.731000
18,5,1691,81.423000
18,6,1698,104.287000
18,7,1666,26.438000
18,8,1654,41.376000
18,9,1689,61.336000
18,10,1644,83.016000
19,1,1709,89.758000
19,2,1694,116.439000
19,3,1697,88.787000
19,4,1709,58.059000
19,5,1685,25.588000
19,6,1664,65.805000
19,7,1700,21.882000
19,8,1677,3.907000
19,9,1705,30.160000
19,10,1695,72.637000
20,1,1497,92.229000
20,2,1472,26.012000
20,3,1483,24.401000
20,4,1467,97.664000
20,5,1473,14.845000
20,6,1493,21.268000
20,7,1504,91.736000
20,8,1489,36.009000
20,9,1490,98.609000
20,10,1469,109.765000
21,1,1536,35.294000
21,2,1560,59.265000
21,3,1574,31.168000
21,4,1566,99.262000
21,5,1563,19.594000
21,6,1585,0.000000
21,7,1572,63.453000
21,8,1568,51.547000
21,9,1544,96.000000
21,10,1530,6.403000
22,1,1579,111.491000
22,2,1600,104.595000
22,3,1617,99.193000
22,4,1560,33.455000
22,5,1575,12.684000
22,6,1581,18.422000
22,7,1565,47.194000
22,8,1580,65.253000
22,9,1581,87.120000
22,10,1551,67.434000
23,1,1500,6.486000
23,2,1485,60.926000
23,3,1494,1.134000
23,4,1484,93.866000
23,5,1491,109.451000
23,6,1527,60.533000
23,7,1494,68.188000
23,8,1516,51.630000
23,9,1508,91.896000
23,10,1514,18.511000
24,1,1487,77.266000
24,2,1447,103.804000
24,3,1489,38.718000
24,4,1493,6.497000
24,5,1481,49.088000
24,6,1464,84.626000
24,7,1469,8.058000
24,8,1447,19.146000
24,9,1493,28.983000
24,10,1469,43.058000
25,1,1638,26.963000
25,2,1652,61.208000
25,3,1687,45.662000
25,4,1650,84.941000
25,5,1599,88.478000
25,6,1656,46.013000
25,7,1628,9.855000
25,8,1642,29.936000
25,9,1655,0.000000
25,10,1654,48.107000
26,1,1574,8.440000
26,2,1595,86.952000
26,3,1567,59.133000
26,4,1559,66.238000
26,5,1570,43.873000
26,6,1567,10.109000
26,7,1572,22.781000
26,8,1573,37.586000
26,9,1574,33.359000
26,10,1560,37.600000
27,1,1446,75.823000
27,2,1451,26.095000
27,3,1470,57.507000
27,4,1453,35.567000
27,5,1472,78.486000
27,6,1439,26.052000
27,7,1461,111.339000
27,8,1427,35.740000
27,9,1454,90.392000
27,10,1463,9.671000
28,1,1623,23.033000
28,2,1623,88.934000
28,3,1583,32.107000
28,4,1581,96.051000
28,5,1585,52.491000
28,6,1570,80.796000
28,7,1604,96.290000
28,8,1575,6.598000
28,9,1634,44.380000
28,10,1623,44.837000
29,1,1422,25.241000
29,2,1392,79.603000
29,3,1426,61.624000
29,4,1428,96.991000
29,5,1427,15.936000
29,6,1432,13.978000
29,7,1409,106.243000
29,8,1423,17.712000
29,9,1435,97.271000
29,10,1401,82.702000
30,1,1609,111.423000
30,2,1601,100.000000
30,3,1649,96.585000
30,4,1621,58.828000
30,5,1614,78.692000
30,6,1652,42.716000
30,7,1641,73.168000
30,8,1615,5.975000
30,9,1630,48.470000
30,10,1627,99.714000
